loan_amnt,term_months,interest_rate,annual_inc,dti,open_acc,pub_rec,revol_util,inq_last_6m,delinq_2yrs,emp_length_years,home_ownership,default
13781.0,36,12.12,63892.0,7.89,4,0,41.63,2,0,23,OWN,0
4513.0,60,11.3,71688.0,33.48,5,0,34.03,1,0,15,MORTGAGE,1
10529.0,36,16.53,55607.0,5.11,2,0,2.97,0,0,23,RENT,0
13685.0,36,16.69,98699.0,17.31,3,0,44.82,0,0,19,RENT,1
11571.0,36,16.45,78746.0,2.89,8,0,59.56,2,0,25,RENT,1
21909.0,60,12.11,53291.0,20.17,4,0,63.76,1,0,15,RENT,1
14175.0,60,8.51,25329.0,12.87,6,0,45.28,1,0,29,RENT,1
21442.0,36,19.7,103149.0,24.55,6,0,45.89,1,1,13,OTHER,1
15309.0,36,15.43,47678.0,17.86,8,0,31.0,2,0,20,OTHER,0
15186.0,36,10.17,72162.0,28.8,2,0,69.2,1,0,9,MORTGAGE,1
14556.0,36,17.7,140578.0,14.56,3,1,15.27,1,0,24,MORTGAGE,0
15019.0,60,9.86,94045.0,5.16,0,0,31.97,0,0,18,OWN,0
23594.0,36,17.64,118334.0,19.9,3,0,24.85,1,0,3,OTHER,1
3402.0,36,17.91,53856.0,15.98,3,2,42.21,1,0,9,OWN,1
4992.0,36,8.31,102129.0,3.45,5,0,77.82,0,0,18,MORTGAGE,0
12284.0,36,14.33,70800.0,9.56,7,0,15.31,0,0,0,MORTGAGE,0
15073.0,60,15.13,80981.0,12.1,6,0,51.98,1,0,28,RENT,0
18451.0,36,22.46,130625.0,30.44,6,1,52.54,0,0,1,RENT,0
17365.0,60,9.03,61641.0,23.66,9,0,20.9,0,0,3,RENT,0
13079.0,36,17.73,70578.0,15.22,2,0,40.19,0,0,27,RENT,1
20095.0,36,12.07,42904.0,21.77,2,2,22.58,0,0,6,MORTGAGE,1
20151.0,36,7.03,96654.0,1.68,4,1,47.52,1,0,26,MORTGAGE,1
15920.0,36,11.52,53181.0,13.48,5,1,42.04,0,0,10,RENT,0
19813.0,36,12.01,100681.0,21.21,5,0,82.62,0,0,29,MORTGAGE,0
16363.0,36,7.76,20503.0,19.32,2,0,25.87,4,0,9,RENT,1
12193.0,36,13.25,86459.0,13.69,4,0,40.7,0,1,13,RENT,0
18489.0,36,15.83,50689.0,17.69,9,0,35.66,0,0,27,RENT,1
15553.0,36,12.95,91916.0,20.7,5,0,78.92,0,0,8,MORTGAGE,0
15007.0,36,9.83,69593.0,17.93,8,1,32.69,0,0,8,MORTGAGE,1
22365.0,36,11.41,53940.0,24.89,2,1,22.72,0,0,30,RENT,1
2746.0,36,11.98,58403.0,20.55,7,0,25.6,0,0,4,RENT,0
7912.0,36,12.87,44488.0,22.09,4,0,25.19,1,1,18,RENT,1
9065.0,36,16.44,95134.0,31.71,10,0,30.47,0,0,11,MORTGAGE,0
13184.0,36,13.09,38541.0,24.62,7,0,23.61,0,0,28,MORTGAGE,1
13727.0,36,6.39,61988.0,31.93,11,0,45.39,1,0,16,RENT,1
7463.0,60,9.75,80357.0,12.62,2,0,12.53,1,0,11,OTHER,1
10074.0,36,12.66,118405.0,5.26,3,0,59.41,1,0,10,MORTGAGE,1
10696.0,36,16.5,69721.0,16.88,2,0,46.03,0,0,23,MORTGAGE,0
27287.0,60,17.19,62725.0,16.2,7,0,85.54,1,0,3,MORTGAGE,0
24009.0,36,19.1,78209.0,29.68,8,0,56.67,1,0,24,OWN,1
12941.0,60,12.52,7796.0,8.96,5,0,54.15,1,0,2,RENT,1
13182.0,36,15.05,34041.0,17.37,3,0,95.24,1,1,20,RENT,0
9254.0,60,6.18,58739.0,21.24,4,1,55.86,0,0,11,MORTGAGE,1
5459.0,60,13.72,48611.0,18.8,7,0,39.63,0,1,7,MORTGAGE,1
14416.0,60,7.7,21975.0,16.63,2,0,23.27,1,0,8,OWN,1
10011.0,36,11.75,95733.0,20.87,6,2,81.32,0,0,25,MORTGAGE,1
14576.0,36,24.12,77793.0,26.63,3,0,19.79,2,0,27,RENT,0
6999.0,60,13.21,74208.0,30.29,2,0,16.51,0,0,14,RENT,1
11190.0,36,8.54,49180.0,18.26,9,0,16.62,1,0,0,MORTGAGE,0
15743.0,36,13.63,72382.0,11.47,6,0,26.19,0,0,23,RENT,1
16831.0,60,9.93,85433.0,30.28,4,0,46.09,0,0,3,OWN,0
17087.0,36,8.16,62053.0,9.38,5,0,38.45,1,0,16,RENT,1
8398.0,36,20.41,83337.0,32.32,3,0,58.13,0,0,27,RENT,0
19273.0,36,16.27,46118.0,28.75,9,0,17.75,0,0,3,MORTGAGE,0
10999.0,36,13.38,72925.0,29.92,0,0,23.21,2,0,10,RENT,1
18164.0,36,10.43,104275.0,23.48,5,0,48.84,0,0,13,MORTGAGE,1
14947.0,36,10.76,106961.0,1.1,3,1,20.9,2,0,5,OTHER,1
8118.0,36,18.17,109828.0,9.69,5,0,10.95,0,0,11,RENT,0
13419.0,60,13.23,78567.0,20.46,4,0,6.75,1,0,11,RENT,1
16827.0,36,5.0,70948.0,12.59,10,0,43.79,0,0,28,MORTGAGE,0
18065.0,36,21.68,56536.0,15.48,2,0,43.28,2,1,1,OTHER,1
14295.0,36,12.73,15775.0,22.9,4,0,42.1,0,0,25,MORTGAGE,1
22659.0,60,13.37,29653.0,16.64,3,0,75.42,0,0,26,MORTGAGE,1
20038.0,60,16.35,64958.0,8.25,5,0,52.56,1,1,9,RENT,0
13717.0,36,13.86,66751.0,25.09,5,0,45.01,2,1,25,RENT,1
18751.0,36,14.99,112367.0,22.12,8,0,78.7,1,1,18,RENT,0
24669.0,36,10.31,109444.0,16.01,6,0,69.38,0,0,29,MORTGAGE,0
24802.0,36,7.08,49405.0,23.69,5,0,26.75,1,0,13,OWN,1
8860.0,36,13.12,94550.0,18.76,8,0,65.86,0,0,8,MORTGAGE,1
10367.0,36,17.73,55688.0,28.65,5,2,89.32,2,0,20,RENT,0
22425.0,36,9.41,90478.0,19.21,5,0,89.42,3,1,13,RENT,0
9709.0,36,9.09,94181.0,28.59,6,0,69.42,1,0,13,MORTGAGE,0
8387.0,36,16.88,107263.0,3.01,9,1,54.7,0,0,6,OWN,0
12569.0,60,10.17,55221.0,21.67,7,0,52.26,0,0,12,MORTGAGE,0
17101.0,36,10.36,100429.0,14.82,4,0,81.43,2,0,15,MORTGAGE,0
14488.0,36,10.51,13816.0,11.13,6,1,11.56,0,0,24,OWN,1
11747.0,36,11.74,108886.0,27.27,8,0,76.69,0,1,26,OTHER,0
11629.0,60,5.71,69249.0,25.11,5,0,48.26,0,0,29,MORTGAGE,0
11438.0,36,9.84,69888.0,1.95,5,1,21.93,1,0,7,OWN,1
10602.0,36,12.92,8877.0,23.72,3,0,15.45,0,0,1,OWN,1
26408.0,36,12.89,58340.0,22.75,8,0,2.36,0,0,9,MORTGAGE,1
16488.0,36,16.63,110664.0,12.22,6,0,59.11,1,0,0,RENT,0
19434.0,60,19.36,57199.0,11.32,3,0,93.06,1,0,29,MORTGAGE,1
12555.0,36,18.05,91404.0,5.28,2,0,32.52,0,0,16,RENT,0
14070.0,36,15.66,71037.0,15.3,5,0,23.65,1,0,21,RENT,1
11432.0,36,11.41,101880.0,16.58,9,0,75.21,0,0,22,RENT,0
1741.0,36,9.51,75745.0,24.38,9,0,47.84,3,0,4,OWN,1
8110.0,36,12.07,42046.0,20.16,3,0,76.36,0,0,28,RENT,1
5947.0,36,14.34,71694.0,9.52,5,1,20.6,0,0,28,MORTGAGE,1
3751.0,36,15.29,118037.0,19.91,6,0,61.31,2,0,9,OWN,0
9023.0,36,14.49,84929.0,15.97,5,0,90.38,1,0,18,RENT,0
21625.0,60,11.52,66507.0,10.52,6,1,18.75,0,0,14,MORTGAGE,1
14778.0,60,15.15,137672.0,5.28,8,0,36.98,0,0,7,MORTGAGE,0
21453.0,60,17.04,104776.0,23.0,4,0,35.96,0,0,25,MORTGAGE,0
17055.0,36,15.52,94502.0,21.57,3,1,63.74,1,0,24,OWN,1
18913.0,36,11.87,79520.0,22.45,5,0,76.52,0,0,10,MORTGAGE,0
10496.0,36,8.66,91908.0,12.17,4,1,27.96,2,0,27,RENT,1
17620.0,60,8.57,92882.0,19.37,3,0,107.45,1,0,2,MORTGAGE,0
18644.0,36,9.28,5000.0,7.0,9,0,46.41,2,0,8,RENT,1
12117.0,36,13.03,81848.0,10.11,9,0,30.81,0,0,26,OTHER,0
17798.0,36,14.08,65176.0,18.27,8,0,80.69,0,0,16,OWN,1
17831.0,36,6.34,55007.0,20.1,8,0,48.5,1,0,8,RENT,0
12252.0,60,9.98,64137.0,4.97,9,0,35.59,0,0,20,RENT,0
9386.0,36,12.97,23325.0,9.54,5,0,31.44,2,0,30,RENT,1
9079.0,36,8.4,15862.0,15.08,3,1,97.56,0,0,10,OWN,1
15433.0,36,13.74,107395.0,25.67,6,0,20.15,0,0,7,RENT,1
16635.0,36,10.77,83865.0,11.5,4,0,73.15,1,0,4,RENT,1
11037.0,36,9.11,5000.0,19.12,0,0,24.71,0,0,19,RENT,1
15133.0,60,12.21,52708.0,19.96,1,0,29.43,1,0,14,MORTGAGE,1
17853.0,36,13.57,96417.0,16.0,3,0,42.95,3,0,28,MORTGAGE,0
18091.0,36,8.61,61600.0,20.14,6,0,56.64,1,0,4,RENT,0
22759.0,36,11.03,107350.0,7.24,5,0,3.88,1,0,8,RENT,0
21385.0,36,13.87,101493.0,12.75,2,0,31.39,0,0,25,OWN,0
9994.0,36,8.95,29299.0,29.47,4,0,70.73,2,0,13,RENT,1
23418.0,36,5.37,65700.0,30.04,5,0,70.61,1,0,14,RENT,1
12345.0,60,5.85,56557.0,24.74,5,1,37.74,2,0,13,RENT,1
20224.0,36,10.33,28323.0,26.8,4,0,15.62,1,0,21,MORTGAGE,1
15340.0,36,6.73,26372.0,3.39,7,0,50.39,0,0,16,OWN,0
12939.0,36,10.61,45819.0,10.41,6,1,65.84,1,1,3,RENT,0
5962.0,36,18.66,50772.0,15.51,4,0,49.54,1,0,11,OTHER,1
14142.0,36,6.49,78497.0,37.33,3,1,80.13,1,0,20,RENT,0
7203.0,60,10.87,101326.0,15.5,5,0,38.26,1,0,16,OWN,1
19836.0,36,20.53,85409.0,23.96,0,0,12.05,1,1,19,RENT,1
22584.0,60,13.63,92511.0,21.03,4,0,30.13,0,0,19,RENT,1
11015.0,36,10.53,62001.0,20.85,6,0,45.04,1,0,4,MORTGAGE,0
16510.0,36,11.37,88090.0,17.81,4,0,27.41,0,0,9,RENT,0
11373.0,36,13.72,65549.0,8.4,8,0,32.01,0,0,2,RENT,1
11858.0,36,18.78,56756.0,0.0,6,0,69.04,1,0,19,MORTGAGE,0
18872.0,60,9.88,126913.0,28.25,5,0,24.69,0,0,10,RENT,0
14807.0,36,8.97,5000.0,13.07,2,0,11.67,2,0,6,MORTGAGE,1
23698.0,36,6.48,13801.0,3.06,4,0,65.25,0,0,21,OWN,1
12589.0,36,12.41,81481.0,21.5,4,0,61.13,0,0,8,RENT,0
19997.0,60,6.38,62051.0,21.35,2,1,19.07,1,0,5,RENT,1
15487.0,36,10.14,26890.0,24.14,0,0,62.69,1,0,2,MORTGAGE,0
18979.0,36,8.37,38362.0,26.93,6,0,16.73,0,0,9,MORTGAGE,1
12764.0,36,16.3,42268.0,10.65,5,0,26.91,0,0,26,MORTGAGE,1
14752.0,60,9.97,96770.0,11.0,5,1,17.39,0,0,8,RENT,1
14423.0,36,13.59,106372.0,15.45,6,0,33.54,1,0,13,MORTGAGE,0
10820.0,36,5.58,119187.0,24.57,7,1,59.1,1,0,15,MORTGAGE,1
18310.0,60,12.53,22330.0,1.18,4,0,51.75,0,0,9,MORTGAGE,1
18251.0,36,7.19,28986.0,19.03,5,0,24.66,1,0,22,RENT,1
17968.0,36,10.3,26931.0,25.46,3,0,49.74,1,0,20,RENT,0
22685.0,36,20.84,108666.0,25.13,4,0,54.55,0,0,0,MORTGAGE,1
22247.0,36,15.73,82517.0,23.67,4,0,68.89,1,0,11,RENT,0
13125.0,36,11.49,72406.0,26.5,2,1,53.98,0,0,24,RENT,0
16865.0,36,24.8,76889.0,0.0,6,0,63.44,1,0,15,RENT,1
11882.0,36,8.34,68297.0,30.91,2,0,46.62,0,0,3,RENT,1
15117.0,36,16.66,36366.0,20.64,3,0,24.63,0,0,11,RENT,1
12001.0,36,5.87,85395.0,28.68,3,0,49.05,1,0,11,MORTGAGE,0
23100.0,36,11.02,64416.0,8.6,3,0,75.39,1,0,8,RENT,1
16818.0,60,6.61,33990.0,3.97,8,0,76.7,1,0,7,RENT,1
13910.0,36,13.03,87229.0,32.29,3,0,0.0,1,0,30,MORTGAGE,0
20968.0,36,12.22,57226.0,10.59,3,0,60.72,1,0,23,MORTGAGE,1
4147.0,36,10.77,76825.0,15.51,7,0,32.64,1,0,0,OTHER,1
4929.0,36,16.37,66251.0,22.22,10,1,55.02,1,0,27,OTHER,1
18979.0,36,9.73,96741.0,24.18,6,2,10.85,0,0,10,MORTGAGE,0
15302.0,36,13.31,76605.0,26.63,7,0,34.25,0,0,7,RENT,0
16252.0,60,15.28,43489.0,19.79,7,0,4.9,2,0,20,OWN,1
8368.0,36,6.07,79660.0,9.57,4,0,34.18,0,0,29,RENT,1
14884.0,36,9.01,80641.0,23.65,5,0,60.19,0,0,14,RENT,0
25018.0,36,12.22,85340.0,23.78,2,0,56.13,0,0,28,RENT,1
19121.0,36,14.52,101076.0,3.48,6,0,98.65,0,0,15,RENT,0
15849.0,36,17.68,51521.0,29.35,6,0,32.12,0,0,15,RENT,0
12805.0,36,11.14,90038.0,0.0,5,0,23.04,3,0,18,OWN,0
13027.0,60,10.73,18255.0,26.28,6,0,79.65,2,0,29,RENT,0
4354.0,36,8.51,66400.0,12.93,3,1,2.09,0,0,23,RENT,0
16288.0,36,13.32,61760.0,23.64,6,0,49.83,2,0,20,RENT,1
19227.0,36,10.81,113435.0,22.08,8,0,57.57,0,0,3,RENT,0
7122.0,36,10.9,65310.0,17.7,7,1,0.0,1,0,6,MORTGAGE,1
11693.0,60,11.62,88240.0,21.61,4,1,17.74,0,0,1,RENT,1
9213.0,36,14.21,17147.0,17.31,11,0,10.87,1,0,12,RENT,1
10173.0,36,9.75,59447.0,23.71,3,0,65.83,0,0,10,MORTGAGE,1
15267.0,36,8.91,44609.0,35.48,6,1,28.94,0,0,0,RENT,1
4578.0,36,13.73,144265.0,7.27,4,0,38.49,0,0,14,RENT,0
18071.0,36,5.0,49996.0,0.0,5,0,4.66,0,0,6,OWN,1
18769.0,36,9.59,72198.0,14.67,2,0,24.75,2,0,25,RENT,0
13744.0,36,7.39,73797.0,14.13,5,0,25.25,1,0,13,OWN,1
2596.0,36,16.81,22316.0,14.98,7,0,39.55,0,0,0,OWN,1
10018.0,36,10.24,54219.0,10.59,2,0,37.35,1,0,22,OWN,1
21165.0,36,9.76,82143.0,24.98,5,0,81.75,0,0,19,MORTGAGE,0
1110.0,36,11.81,72572.0,6.95,7,0,62.29,0,0,22,MORTGAGE,1
13262.0,36,9.62,5000.0,21.61,4,0,0.59,1,0,10,RENT,1
9100.0,36,10.39,52990.0,23.11,4,0,70.44,0,1,29,RENT,1
19023.0,36,12.39,100625.0,20.53,6,0,67.0,1,0,13,MORTGAGE,0
11624.0,60,10.31,87647.0,21.9,7,0,46.7,0,0,19,RENT,1
17020.0,36,10.28,106541.0,25.59,6,1,69.64,1,1,17,MORTGAGE,0
17827.0,36,7.96,40431.0,18.43,3,0,75.06,0,0,17,MORTGAGE,1
24181.0,36,7.38,108428.0,15.23,6,0,32.86,1,0,6,RENT,0
13985.0,36,12.24,68668.0,21.89,9,0,14.51,1,0,14,MORTGAGE,1
16880.0,60,13.23,117767.0,22.8,3,1,59.12,0,1,6,MORTGAGE,0
7575.0,36,6.29,70099.0,25.12,3,0,24.61,1,0,7,MORTGAGE,1
20952.0,36,15.04,8576.0,4.3,2,0,51.61,0,0,23,MORTGAGE,1
11197.0,60,15.06,95478.0,16.53,4,0,19.05,1,0,24,MORTGAGE,1
12196.0,60,15.9,56695.0,9.48,3,0,69.35,0,0,25,RENT,1
14889.0,60,13.2,58713.0,22.49,7,0,26.01,0,0,18,RENT,1
7186.0,36,14.55,26407.0,23.81,4,0,39.73,0,0,8,RENT,1
16144.0,36,20.74,118666.0,15.8,5,2,38.12,1,0,3,RENT,0
19837.0,36,10.79,54367.0,12.17,3,0,9.59,1,1,19,MORTGAGE,1
16465.0,36,7.82,117251.0,22.78,3,0,71.99,0,0,27,MORTGAGE,0
7056.0,36,5.86,57063.0,16.93,3,1,77.13,1,0,15,RENT,1
14381.0,36,19.02,42168.0,29.41,6,0,41.41,1,0,8,OWN,1
18710.0,36,19.08,109586.0,32.18,6,0,26.01,1,0,18,RENT,0
5610.0,36,8.3,67800.0,26.01,7,1,39.15,0,0,5,RENT,0
9626.0,36,9.09,68093.0,19.86,3,0,32.35,1,0,26,OWN,0
19383.0,36,10.7,31551.0,32.6,5,1,44.43,0,0,11,RENT,1
16350.0,36,16.9,56271.0,19.93,3,0,37.21,1,0,18,RENT,0
17060.0,36,6.85,82861.0,14.17,4,0,22.32,1,1,20,RENT,1
24297.0,36,5.0,31025.0,12.6,6,0,73.29,1,0,26,RENT,1
17343.0,36,20.67,53827.0,12.37,6,0,39.65,1,0,10,RENT,1
18289.0,36,13.25,57387.0,17.95,7,0,93.29,1,0,14,OWN,0
28554.0,36,13.82,71993.0,21.7,5,1,47.61,0,1,11,MORTGAGE,1
13931.0,36,11.18,114387.0,6.68,8,0,34.88,0,0,1,RENT,0
11011.0,36,13.86,61001.0,14.41,4,0,37.95,0,0,9,MORTGAGE,0
17139.0,36,5.94,49285.0,19.7,3,0,35.82,1,0,4,RENT,0
17195.0,36,8.64,152391.0,23.15,5,0,42.35,0,0,23,RENT,0
12366.0,36,12.42,57004.0,17.79,5,0,50.6,3,0,20,OWN,1
9838.0,60,5.0,64280.0,19.96,11,1,16.95,1,0,3,RENT,0
26549.0,36,10.79,59265.0,8.09,7,0,19.47,1,0,11,OWN,0
16634.0,36,10.54,61697.0,10.71,5,0,64.5,0,0,0,RENT,0
11339.0,60,10.79,72333.0,17.51,4,0,57.82,1,0,14,OWN,1
19580.0,60,9.8,97624.0,22.08,3,0,5.62,1,1,7,RENT,0
14454.0,36,8.02,82120.0,19.85,3,0,58.06,0,0,23,RENT,1
13736.0,36,5.0,102313.0,11.21,4,2,66.01,0,0,29,MORTGAGE,0
17811.0,60,12.58,101321.0,16.11,5,0,51.31,0,0,19,RENT,1
8541.0,36,10.8,76257.0,30.09,5,0,3.65,4,0,4,RENT,1
16763.0,36,6.5,81289.0,22.35,3,0,11.57,1,0,22,RENT,1
24565.0,36,12.25,103262.0,16.7,6,0,43.82,2,1,15,RENT,0
17331.0,36,10.82,36664.0,9.79,7,0,92.06,1,0,1,RENT,1
13119.0,36,10.16,144946.0,12.29,5,0,31.54,6,0,2,MORTGAGE,0
12464.0,36,5.0,54622.0,18.05,4,0,60.14,2,0,28,RENT,1
12948.0,36,14.73,59471.0,20.21,4,0,28.9,1,0,23,RENT,1
13730.0,36,7.07,33643.0,22.52,6,0,87.5,1,0,11,MORTGAGE,1
13111.0,36,12.25,34535.0,21.1,7,0,46.04,1,0,0,OWN,1
19582.0,60,8.77,99221.0,15.04,1,0,14.68,0,0,22,MORTGAGE,0
6334.0,36,10.45,138106.0,13.91,4,1,24.61,1,0,14,RENT,1
19310.0,60,16.61,52983.0,34.38,9,0,22.59,3,0,12,MORTGAGE,0
13102.0,60,14.13,80419.0,13.55,4,0,47.91,0,1,0,RENT,1
16885.0,36,16.52,76605.0,7.67,7,0,27.59,0,0,6,RENT,1
9365.0,36,13.32,100007.0,4.89,6,0,32.62,1,0,7,MORTGAGE,1
21643.0,36,13.58,136561.0,15.17,4,0,93.66,0,0,17,OTHER,0
21228.0,60,5.0,115629.0,25.52,8,1,30.34,2,0,19,RENT,1
19798.0,36,10.73,62840.0,13.39,7,0,49.41,0,0,2,RENT,1
7426.0,36,11.1,85863.0,29.82,6,0,38.18,1,0,29,RENT,0
19146.0,60,16.89,88842.0,17.94,9,0,43.77,0,1,1,OWN,0
17024.0,36,9.98,69397.0,26.88,2,0,61.67,0,0,20,OWN,1
6974.0,60,13.06,37122.0,11.94,4,0,0.0,0,0,8,MORTGAGE,1
14879.0,36,12.9,46037.0,12.06,5,1,48.76,2,0,30,MORTGAGE,1
16823.0,36,16.63,104445.0,18.73,4,2,35.6,0,0,13,MORTGAGE,0
17780.0,36,11.47,107539.0,21.86,5,0,49.39,2,0,18,OTHER,0
15886.0,36,15.31,63773.0,16.57,3,0,39.92,0,0,7,RENT,0
16456.0,36,5.18,77832.0,20.34,4,0,40.14,1,0,10,MORTGAGE,1
22368.0,60,5.54,105918.0,22.71,12,0,52.39,5,0,30,OWN,0
21130.0,36,5.0,18872.0,6.64,5,0,31.25,2,1,26,RENT,1
1000.0,36,15.14,56609.0,15.27,2,0,94.18,1,0,0,RENT,1
13413.0,60,14.69,130536.0,13.85,1,0,20.95,2,0,21,MORTGAGE,0
14177.0,36,15.59,78979.0,14.24,0,0,80.98,0,0,26,RENT,0
6240.0,36,9.29,36124.0,21.26,3,0,13.97,0,0,20,RENT,1
15471.0,60,9.75,73518.0,13.96,5,1,38.41,2,0,13,RENT,1
21244.0,36,11.52,100643.0,1.96,4,0,52.77,1,0,13,OTHER,0
9567.0,36,17.77,5000.0,16.11,4,0,21.68,2,0,23,MORTGAGE,1
16682.0,36,18.78,75289.0,9.48,3,0,19.96,1,0,28,MORTGAGE,0
10421.0,36,15.18,58828.0,21.97,4,0,37.98,0,0,28,RENT,1
11640.0,36,13.32,20740.0,24.45,4,0,67.39,0,0,17,MORTGAGE,1
22387.0,36,17.34,72458.0,0.6,4,0,47.05,0,0,18,OWN,0
12287.0,36,10.98,65906.0,11.81,6,0,92.37,2,0,22,RENT,1
17311.0,36,10.44,69277.0,20.83,4,0,59.12,2,0,15,MORTGAGE,0
5644.0,36,11.48,59552.0,6.73,1,2,33.57,3,0,1,RENT,0
24312.0,36,8.09,39360.0,24.26,6,0,0.0,0,0,19,MORTGAGE,0
18013.0,36,11.3,26356.0,26.39,2,1,6.23,0,0,24,MORTGAGE,1
14088.0,36,7.53,49279.0,16.7,2,0,38.37,1,0,30,MORTGAGE,1
17878.0,36,16.1,95778.0,11.81,6,0,5.88,0,0,8,RENT,1
7951.0,60,14.17,76992.0,0.0,8,0,40.18,1,0,2,OTHER,0
20913.0,36,17.72,67925.0,24.51,7,0,50.58,0,0,18,RENT,1
13380.0,36,5.48,38807.0,34.02,4,0,37.68,0,0,17,OWN,1
13980.0,36,19.61,58783.0,32.37,6,0,38.22,3,0,21,RENT,1
12542.0,36,5.71,92115.0,16.44,7,0,93.94,1,0,14,RENT,0
12097.0,60,7.21,85144.0,9.26,5,0,46.64,0,0,20,RENT,0
18473.0,36,9.52,55684.0,24.7,5,0,41.56,0,0,25,RENT,0
16280.0,36,17.23,5000.0,16.99,5,0,20.14,0,0,7,RENT,1
18259.0,36,12.9,49755.0,21.83,5,0,44.92,0,0,3,OWN,1
14956.0,36,11.02,55519.0,20.42,7,0,33.04,0,1,24,MORTGAGE,1
17566.0,36,8.83,42787.0,18.74,7,0,90.04,0,0,19,MORTGAGE,0
12906.0,60,6.5,57605.0,26.23,6,0,59.23,4,1,4,RENT,1
26149.0,36,16.53,94497.0,26.53,7,1,80.51,2,0,9,OWN,0
7160.0,36,15.19,68881.0,13.82,3,0,50.21,1,0,17,RENT,1
21305.0,36,17.41,99691.0,10.62,3,0,76.15,0,0,23,MORTGAGE,0
21840.0,36,13.59,24749.0,0.0,2,0,19.98,3,0,16,OWN,1
10739.0,36,5.0,60848.0,15.23,4,0,51.24,0,0,2,RENT,1
26146.0,36,7.02,11829.0,9.25,5,0,23.27,2,0,24,RENT,0
19977.0,36,13.86,57203.0,21.35,5,0,34.01,1,0,26,OTHER,1
19856.0,36,10.52,38630.0,15.31,4,0,46.04,2,0,1,RENT,1
15140.0,60,9.76,108438.0,16.18,3,0,21.07,0,0,0,RENT,0
13914.0,36,7.59,82291.0,24.5,5,0,8.45,0,0,4,OWN,0
13953.0,60,15.79,100445.0,21.18,2,0,69.59,0,0,27,RENT,0
16953.0,36,13.82,57120.0,17.07,4,0,2.98,0,0,28,MORTGAGE,1
22006.0,36,14.0,39408.0,31.49,6,0,87.25,0,0,14,MORTGAGE,1
15907.0,60,9.47,38453.0,23.91,3,0,24.61,0,0,13,RENT,1
10443.0,36,12.71,77963.0,14.67,8,1,59.16,0,0,28,RENT,1
19122.0,36,6.65,124305.0,15.03,4,0,60.63,0,0,7,MORTGAGE,1
19606.0,36,11.48,82371.0,24.31,3,0,17.36,2,0,0,RENT,1
18273.0,36,5.0,58757.0,19.62,5,0,56.5,0,0,26,MORTGAGE,0
18727.0,60,5.73,64337.0,9.03,5,0,49.29,0,0,28,OWN,0
13645.0,36,10.71,69061.0,25.16,3,0,60.78,1,0,25,RENT,1
10355.0,60,21.5,130799.0,28.06,3,0,75.24,0,0,16,RENT,0
10659.0,36,5.0,107008.0,27.45,2,0,65.34,0,0,30,MORTGAGE,1
6823.0,36,7.03,77799.0,30.34,2,0,23.29,1,0,2,MORTGAGE,0
16185.0,36,12.87,73292.0,34.55,5,0,41.6,0,0,27,MORTGAGE,1
14583.0,60,19.08,78981.0,31.84,1,0,24.4,3,0,30,MORTGAGE,0
12800.0,36,12.81,84828.0,20.73,1,0,30.6,1,1,16,OTHER,1
1000.0,60,14.81,57604.0,16.33,3,0,57.2,1,0,8,MORTGAGE,1
8763.0,36,10.65,44678.0,3.36,6,0,60.13,0,0,6,MORTGAGE,1
20604.0,36,9.96,100967.0,18.09,6,0,59.55,1,0,5,RENT,1
11677.0,36,12.33,70659.0,22.15,3,0,52.2,1,0,3,RENT,1
16803.0,36,9.37,98462.0,18.35,8,0,56.02,1,0,2,MORTGAGE,1
8047.0,60,14.9,119385.0,2.89,8,0,33.63,2,0,16,RENT,0
22194.0,36,5.57,85618.0,15.71,7,0,78.78,0,0,16,RENT,1
14280.0,36,15.56,80756.0,23.16,3,0,61.7,1,0,3,RENT,0
16450.0,36,12.16,166007.0,9.79,0,0,44.47,0,0,20,OWN,0
26629.0,36,11.14,76211.0,19.33,4,0,73.16,0,0,16,MORTGAGE,0
22582.0,36,5.43,37284.0,21.45,9,0,32.12,1,0,9,OWN,0
13467.0,60,8.08,61563.0,26.94,8,0,47.99,2,0,27,RENT,1
12034.0,36,16.79,116551.0,31.7,3,0,67.37,0,0,21,MORTGAGE,0
13372.0,36,11.17,31175.0,14.98,5,0,14.55,0,0,11,MORTGAGE,1
17549.0,36,13.11,47426.0,19.47,4,0,100.57,2,0,26,OWN,1
14474.0,36,8.48,103193.0,19.72,5,0,30.28,1,0,30,MORTGAGE,0
13024.0,36,11.88,61851.0,23.19,7,0,33.69,2,0,14,RENT,1
22336.0,36,6.51,66693.0,22.3,3,0,45.5,2,0,19,MORTGAGE,1
14429.0,36,12.4,102201.0,29.4,7,0,63.5,1,0,29,RENT,1
26498.0,36,13.48,48495.0,0.0,7,0,65.89,0,0,14,RENT,1
15454.0,60,13.28,25942.0,21.34,4,0,82.48,1,0,3,OWN,0
23927.0,60,8.39,28333.0,21.9,2,1,43.4,1,0,12,MORTGAGE,1
16787.0,60,10.63,87453.0,16.12,2,0,53.25,1,0,22,MORTGAGE,1
19815.0,36,14.15,77774.0,0.0,7,0,6.55,0,0,30,OWN,0
11377.0,36,11.15,49223.0,17.51,9,1,18.23,1,0,22,OWN,1
10731.0,36,10.85,35236.0,12.32,7,0,42.72,0,0,29,MORTGAGE,1
17299.0,36,19.61,61883.0,31.42,8,0,53.95,0,1,17,OWN,1
